created_at,article,pageid,user,bytes,comment,project
2026-09-26T01:23:03Z,인간_신뢰성,4276933,Ykhwong,15005,새 문서: [[인간 공학]] 분야에서 '''인간 신뢰성'''(human reliability) 또는 '''인간 수행도''' 또는 '''HU'''는 사람이 특정 작업을 충분한 수준으로 수행할 확률을 의미한다.<ref>{{인용|last=Calixto |first=Eduardo |chapter=Chapter 5 - Human Reliability Analysi…,ko.wikipedia.org
