created_at,article,pageid,user,bytes,comment,project
2026-09-24T18:50:35Z,리지_보든,4276190,FriedC,72879,새 문서: {{Infobox person | name = 리지 보든 | image = Lizzie Borden 1890.jpg | caption = 1890년경 보든 | birth_name = 리지 앤드루 보든 | birth_date = {{Birth date|1860|7|19}} | birth_place = 미국 매사추세츠주 폴리버 | death_dat…,ko.wikipedia.org
