created_at,article,pageid,user,bytes,comment,project
2026-09-26T16:32:18Z,KBS_특강,4277324,위키지존,520,새 문서: {{위키데이터 속성 추적}} '''KBS 특강'''은 [[KBS 1TV]]에서 [[2000년]] [[5월 6일]]부터 [[2005년]] [[11월 25일]]까지 방송했던 [[강의|강연]] 프로그램이다. == MC == * [[이규봉]] 아나운서 {{토막글|텔레비전}} [[분류:한국방송공사의 시사교양 프로그램]] [[분류:2000년 시작한 대한민…,ko.wikipedia.org
