created_at,article,pageid,user,bytes,comment,project
2026-09-24T09:53:32Z,수라끼앗_사티엔타이,4276068,Risk34,13805,새 문서: {{공직자 정보 |이름= 수라끼앗 사티엔타이 <br /> สุรเกียรติ์ เสถียรไทย |그림= Surakiat_2_cropped.jpg |크기= |설명= |직책 = [[태국 부총리|태국의 부총리]] |임기 = 2005년 3월 11일 ~ 2009년 9월 19일 |총리 = [[탁신 친나왓]] |직책2 = [[태국 외무부|태국의 외무장관]…,ko.wikipedia.org
