created_at,article,pageid,user,bytes,comment,project
2026-09-24T04:14:01Z,카셀군,4275799,Sangjinhwa,2342,"새 문서: [[파일:Hesse KS (district).svg|섬네일|250픽셀|헤센주 지도에 표시된 카셀군의 위치]] '''카셀군'''({{llang|de|Landkreis Kassel}})은 [[독일]] [[헤센주]]에 위치한 군으로 군청 소재지는 [[카셀]]이며 면적은 1,292.76km<sup>2</sup>, 인구는 230,063명(2025년 12…",ko.wikipedia.org
