created_at,article,pageid,user,bytes,comment,project
2026-09-24T16:40:02Z,디그사,4276175,Juanstamfe,4679,디그사 개념 및 특징 문서 신규 작성,ko.wikipedia.org
2026-09-24T16:49:41Z,트리니다드_토바고_국립박물관_및_국립미술관,4276176,JinsengTea,3350,"""[[:en:Special:Redirect/revision/1363332506|National Museum and Art Gallery, Trinidad]]"" 문서를 번역하여 만듦",ko.wikipedia.org
2026-09-24T17:07:28Z,산안드레스_요새,4276178,JinsengTea,4609,"""[[:en:Special:Redirect/revision/1232206017|Fort San Andres]]"" 문서를 번역하여 만듦",ko.wikipedia.org
