created_at,article,pageid,user,bytes,comment,project
2026-09-23T23:36:23Z,محمود_بابایی_(تهیه‌کننده),7012890,Seepelan,1033,صفحه‌ای تازه حاوی «'''محمود بابایی''' (متولد ۳ مهر ۱۳۶۸ در [[تهران]]) [[تهیه‌کننده]] [[سینمای ایران]] است.<ref>{{یادکرد وب|عنوان=محمود بابایی: جشنواره فیلم فجر و سینما برای همه ماست |نشانی=https://ww…,fa.wikipedia.org
