created_at,article,pageid,user,bytes,comment,project
2026-09-24T23:54:14Z,خانه_ای._ای._کامینگز,7013470,Taddah,1857,ایجادشده به کمک [[راهنما:ابزار/به ویکی‌فا|به ویکی‌فا]] و Dexbot، ابرابزار,fa.wikipedia.org
