created_at,article,pageid,user,bytes,comment,project
2026-09-24T00:34:08Z,جنگجو_(فیلم_آینده),7012898,Mershi 001,903,صفحه‌ای تازه حاوی «{{Infobox film | name = جنگجو | image = | caption = | director = [[اسکات ادکینز]] | producer = بن ژاک | story = | screenplay = جیمی راسل | starring = [[اسکات ادکینز]]{{سخ}}[[استیون…,fa.wikipedia.org
