created_at,article,pageid,user,bytes,comment,project
2026-09-26T16:23:01Z,ولسوالی_مارجه,7015273,Sayfullah Al Maslul,1289,صفحه‌ای تازه حاوی «'''ولسوالی مارجه''' ({{langx|ps|مارجه ولسوالۍ}})، یکی از [[ولسوالی‌های افغانستان|ولسوالی‌های]] [[ولایت هلمند]] در غرب کشور [[افغانستان]] است. {{Infobox settlement | name = ولسوالی…,fa.wikipedia.org
2026-09-26T16:23:20Z,هئئت_ایمنی_حمل‌ونقل_کانادا,7015284,Arvin88,3471,صفحه‌ای تازه حاوی «{{جعبه اطلاعات نهاد دولتی |نام = هیئت ایمنی ترابری کانادا |آرم = Transportation Safety Board of Canada logo.svg |اندازه_آرم = 150px |تشکیل = {{Start date|1990|03|29}} |نهاد_پیشین =…,fa.wikipedia.org
2026-09-26T16:25:11Z,شیائومی_۱۲,7015339,قندون,13964,ایجاد شده به‌واسطهٔ ترجمهٔ صفحهٔ «[[:en:Special:Redirect/revision/1361537201|Xiaomi_12]]»,fa.wikipedia.org
2026-09-26T16:25:51Z,گارد_ملی_ایلینوی,7015364,Ali.eblis1,2525,از یگان‌های نیروهای مسلح آمریکا,fa.wikipedia.org
2026-09-26T16:31:38Z,راین_میانی,7015546,M-nemat,7035,ایجاد صفحه با ترجمه انگلیسی,fa.wikipedia.org
2026-09-26T16:34:48Z,ایلدفونس_سردا,7015617,Parsa-Varghaei,8473,صفحه‌ای تازه حاوی «{{جعبه اطلاعات زندگی‌نامه | نام = ایلدفونس سِردا | تصویر = PortraitIldefonsCerda.jpeg | توضیح تصویر = ایلدفونس سِردا، نقاشی رامون مارتی آسینا، 1878 | زادروز = ۲۳ دسامبر ۱۸۱۵ | زادگ…,fa.wikipedia.org
2026-09-26T16:36:31Z,شیائومی_۱۸_فولد,7015652,قندون,4979,ایجاد شده به‌واسطهٔ ترجمهٔ صفحهٔ «[[:en:Special:Redirect/revision/1375983119|Xiaomi_18_Fold]]»,fa.wikipedia.org
2026-09-26T16:36:45Z,ترمینال_شرکت‌های_هواپیمایی_ارزان‌قیمت,7015658,ماني,22510,ایجادشده به کمک [[راهنما:ابزار/به ویکی‌فا|به ویکی‌فا]] و Dexbot، ابرابزار,fa.wikipedia.org
2026-09-26T16:37:52Z,سامان_توفیق,7015679,Asvarancovenant,7997,صفحه‌ای تازه حاوی «{{جعبه اطلاعات شخص | نام = سامان توفیق | | زادگاه = ایران | ملیت = ایرانی | پیشه = باستان‌شناس | تحصیلات = دکتری تخصصی باستان‌شناسی | شناخته‌شده برای = پژوهش در غار-دژهای شمال ایرا…,fa.wikipedia.org
2026-09-26T16:39:49Z,راین_سفلی,7015718,M-nemat,4390,ایجاد صفحه با ترجمه انگلیسی,fa.wikipedia.org
2026-09-26T16:48:16Z,بار_تحویلی,7015904,ماني,17738,ایجادشده به کمک [[راهنما:ابزار/به ویکی‌فا|به ویکی‌فا]] و Dexbot، ابرابزار,fa.wikipedia.org
2026-09-26T16:51:19Z,دلتای_راین-موز-شلت,7015971,M-nemat,3389,ایجاد صفحه با ترجمه انگلیسی,fa.wikipedia.org
2026-09-26T16:59:26Z,پیکسل_۱۱,7016013,قندون,17900,ایجاد شده به‌واسطهٔ ترجمهٔ صفحهٔ «[[:en:Special:Redirect/revision/1371079093|Pixel_11]]»,fa.wikipedia.org
2026-09-26T17:19:19Z,بال_۱۴۰,7016019,Ali.eblis1,4193,از یگان‌های نیروهای مسلح آمریکا,fa.wikipedia.org
