created_at,article,pageid,user,bytes,comment,project
2026-09-25T00:12:32Z,ساديبو_سي,10521558,MaYsTRo7,3442,أنشأ الصفحة ب'{{صندوق معلومات لاعب فنون قتالية | name = ساديبو سي | image = | image_size = | other_names = دينزل السويدي<br>(ب{{اللغة|en|The Swedish Denzel}}) | birth_name = | birth_date = {{تاريخ ال…,ar.wikipedia.org
