created_at,article,pageid,user,bytes,comment,project
2026-09-24T21:02:22Z,مطار_داروين_الدولي,10521443,Mohamed Belgazem,14234,"أنشأ الصفحة ب'{{صندوق معلومات مطار | name = مطار داروين الدولي | image = Darwin International Airport logo.svg | image_size = 200 | image2 = Darwin International Airport, 2021, 06.jpg | image2_size =…",ar.wikipedia.org
