created_at,article,pageid,user,bytes,comment,project
2026-09-24T06:00:08Z,وليد_سميشيت,10521067,سليم ابراهمي,9355,"أُنشئَت بترجمة الصفحة ""[[:en:Special:Redirect/revision/1373851960|Walid Smichet]]""",ar.wikipedia.org
2026-09-24T06:11:36Z,لو_بوليه,10521070,سليم ابراهمي,5174,"أُنشئَت بترجمة الصفحة ""[[:en:Special:Redirect/revision/1341467258|Le Boulet]]""",ar.wikipedia.org
