created_at,article,pageid,user,bytes,comment,project
2026-09-24T11:20:01Z,İki_renkli_sivrigaga,4751817,Mskyrider,2471,ilk,tr.wikipedia.org
2026-09-24T11:27:16Z,Kestane_etekli_sivrigaga,4751819,Mskyrider,2552,ilk,tr.wikipedia.org
2026-09-24T11:28:21Z,Bernard_de_Dryver,4751823,FalconHawk27,12690,Bu sayfa Türkçe'ye çevrilerek kaynaklar ile birlikte açılmıştır. Gelecekte sayfaya ek bilgiler çevrilerek eklenebilir.,tr.wikipedia.org
2026-09-24T11:43:59Z,Gezegenimsi_bulutsu_ışıma_gücü_fonksiyonu,4751824,CRea80,8759,"""[[Dosya:Extragalactic Distance Ladder tr.svg|küçükresim|sağ|upright=1.3| {{Lejant|#c6f68d|[[Galaksi oluşumu ve evrimi|Yıldız oluşumu süren galaksilere]] uygulanabilen yöntemler.}} {{Lejant|#9ec5fe|[…",tr.wikipedia.org
2026-09-24T11:58:15Z,Sayaç,4751825,Oğuz Ergin,1256,anlam ayrımı sayfası,tr.wikipedia.org
2026-09-24T12:24:51Z,The_Winds_of_Winter_(Game_of_Thrones),4751834,Ataozzy,3529,Sayfa oluşturuldu.,tr.wikipedia.org
2026-09-24T12:36:09Z,Ak_kulaklı_sivrigaga,4751836,Mskyrider,2187,ilk,tr.wikipedia.org
2026-09-24T12:40:32Z,Berlin_Türk_Şehitliği,4751840,Kutlusafa,3640,"Berlin Türk Şehitliği hakkında tarihçe, güncel durum ve kaynaklarla madde oluşturuldu.",tr.wikipedia.org
2026-09-24T12:52:58Z,Konak_Esentepe_Spor_Kulübü,4751844,~2026-51406-40,2198,"""<big>Konak Esentepe Spor Kulübü </big> İzmir'in Konak ilçesinde faaliyet gösteren spor kulübüdür. * Türkiye Futbol Federasyonu nezdinde 019116 Kulüp kodu ile kayıtlı olan bir kulüptür. İzmir amatör…",tr.wikipedia.org
2026-09-24T12:57:52Z,Gültepegücü_Spor_Kulübü,4751846,~2026-51406-40,2592,"""'''Gültepegücü Spor Kulübü''' (veya bilinen adıyla '''İzmir Gültepegücü'''), [[İzmir]]'in [[Konak, İzmir|Konak]] ilçesine bağlı Gültepe semtinde faaliyet gösteren Türk [[spor kulübü]]dür. [[Türkiye…",tr.wikipedia.org
