created_at,article,pageid,user,bytes,comment,project
2026-09-25T19:19:37Z,Type_92_(ağır_makineli_tüfek),4752160,Beşiktaşlı48,8855,"""{{Silah bilgi kutusu | adı = Type 92 ağır makineli tüfek | resim = 92式重機間銃.jpg | resim_boyutu = 250px | başlık = Type 92 ağır makineli tüfek | çeşidi = [[Ağır makineli tüfek]] | uyruğu = {{bayrakülk…",tr.wikipedia.org
2026-09-25T19:24:25Z,Margarita_Stepanenko,4752163,Elenktra,8374,"""{{Voleybolcu bilgi kutusu |isim=Margarita Stepanenko |milliyeti={{bayraksimge|AZE}} [[Azeriler|Azeri]] |doğumtarihi={{doğum tarihi ve yaşı|1993|4|25|df=y}} |boy={{boy|m=1.87}} |kilo={{Dönüştürme|70|…",tr.wikipedia.org
2026-09-25T19:41:02Z,2026_Avrupa_Boks_Şampiyonası,4752174,Pehlivanmeydani,21985,Başlangıç,tr.wikipedia.org
2026-09-25T19:51:01Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_+80_kg,4752179,Pehlivanmeydani,2026,Başlangıç,tr.wikipedia.org
2026-09-25T19:52:32Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_70_kg,4752180,Pehlivanmeydani,3473,Başlangıç,tr.wikipedia.org
2026-09-25T19:54:30Z,2026_Avrupa_Boks_Şampiyonası_-_Erkekler_90_kg,4752181,Pehlivanmeydani,3599,Başlangıç,tr.wikipedia.org
2026-09-25T19:56:34Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_75_kg,4752182,Pehlivanmeydani,2568,Başlangıç,tr.wikipedia.org
2026-09-25T19:58:14Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_51_kg,4752183,Pehlivanmeydani,2715,Başlangıç,tr.wikipedia.org
2026-09-25T20:00:33Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_48_kg,4752184,Pehlivanmeydani,2696,Başlangıç,tr.wikipedia.org
2026-09-25T20:03:55Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_80_kg,4752185,Pehlivanmeydani,2359,Başlangıç,tr.wikipedia.org
2026-09-25T20:04:45Z,Marina_Kumış,4752213,Elenktra,4960,"""{{Voleybolcu bilgi kutusu |isim=Marina Kumış |milliyeti={{bayraksimge|URS}} Sovyet / {{bayraksimge|RUS}} Rus |doğumtarihi={{doğum tarihi ve yaşı|1964|12|27|df=y}} |doğumyeri=[[Moskova]], [[Sovyetler…",tr.wikipedia.org
2026-09-25T20:06:36Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_65_kg,4752306,Pehlivanmeydani,3839,Başlangıç,tr.wikipedia.org
2026-09-25T20:09:20Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_60_kg,4752369,Pehlivanmeydani,3310,Başlangıç,tr.wikipedia.org
2026-09-25T20:13:21Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_57_kg,4752495,Pehlivanmeydani,3752,Başlangıç,tr.wikipedia.org
2026-09-25T20:16:39Z,2026_Avrupa_Boks_Şampiyonası_-_Kadınlar_54_kg,4752568,Pehlivanmeydani,3340,Başlangıç,tr.wikipedia.org
2026-09-25T20:18:14Z,2026_Avrupa_Boks_Şampiyonası_-_Erkekler_50_kg,4752569,Pehlivanmeydani,2594,Başlangıç,tr.wikipedia.org
