created_at,article,pageid,user,bytes,comment,project
2026-09-24T15:04:02Z,Type_97_(el_bombası),4751890,Beşiktaşlı48,3025,"""{{Silah bilgi kutusu | adı = Type 97 el bombası | resim = Type 97 grenade.jpg | resim_boyutu = 200px | başlık = Type 97 | çeşidi = [[El bombası]] | uyruğu = {{bayrakülke|Japon İmparatorluğu}} <!-- Ç…",tr.wikipedia.org
