created_at,article,pageid,user,bytes,comment,project
2026-09-25T06:46:25Z,Vzw_Vrienden_van_de_Zonnekerels,6079576,Madam Soleil,10446,"[[WP:GS|Nieuwe pagina aangemaakt]] met '{{Infobox vereniging | naam = vzw De Vrienden van de Zonnekerels | logo = | afbeelding = | onderschrift = | doelgroep = [[Scouts en Gidsen De Zonnekerels]], ou…",nl.wikipedia.org
