created_at,article,pageid,user,bytes,comment,project
2026-09-24T01:06:39Z,Linda_Hardy,6079380,~2026-41217-33,3186,[[WP:GS|Nieuwe pagina aangemaakt]] met '{{Infobox acteur | naam = Linda Hardy | afbeelding = Linda Hardy 2014.jpg | onderschrift = Hardy in 2014 | volledige naam = | geboortenaam = | bijnaam = | pseu…,nl.wikipedia.org
