created_at,article,pageid,user,bytes,comment,project
2026-09-25T02:18:32Z,JOE,6079562,Rots61,66,[[WP:GS|Nieuwe pagina aangemaakt]] met '{{dpintro}} *[[JOE (Nederland)]] *[[JOE (Vlaanderen)]] {{dpoutro}}',nl.wikipedia.org
