created_at,article,pageid,user,bytes,comment,project
2026-09-25T08:05:23Z,Таємниці_сповіді,6042108,Парус,4320,"Створена сторінка: {{Фільм |українська назва =Таємниці сповіді |оригінальна назва =True Confessions |зображення =True Confessions (1981 film) poster.jpg |жанр =драма, кримінал |режисер =[[Улу Гросбар…",uk.wikipedia.org
