created_at,article,pageid,user,bytes,comment,project
2026-09-24T13:53:31Z,Perfume_Boutique_Ukr,6041885,Юрченко Максим Юрійович,2512,"Створено статтю про Perfume Boutique Ukr на основі відкритих джерел; додано опис діяльності, згадки у медіа та примітки.",uk.wikipedia.org
