created_at,article,pageid,user,bytes,comment,project
2026-09-24T18:00:59Z,Aspro_(rokok),4835048,Ads sumut 211013,1901,←Membuat halaman berisi '{{infobox brand | name= Aspro | logo= | image= [[File:Label Peringatan Merokok Saya Terkena Kanker Tenggorokan 2024.jpg|350px]] | type= [[Kretek|Rokok Kretek Tangan]]<br>[[Ro…,id.wikipedia.org
