created_at,article,pageid,user,bytes,comment,project
2026-09-23T17:59:11Z,Persaingan_Persija_Jakarta–Persikad_Depok,4834027,HiNimo,6237,←Membuat halaman berisi '{{Short description|Rivalitas sepak bola lokal antara Persija Jakarta dan Persikad Depok}} '''Persaingan Persija Jakarta–Persikad Depok''' adalah persaingan [[sepak bola]] In…,id.wikipedia.org
