created_at,article,pageid,user,bytes,comment,project
2026-09-24T04:14:02Z,Егорьевский_авиационный_технический_колледж_имени_В._П._Чкалова,11614527,Leksey,24333,"Текст под лицензией [[creativecommons:by-sa/4.0|CC-BY-SA]] взят с https://ru.[[ruwiki.ru]]/wiki/""Егорьевский авиационный технический колледж имени В. П. Чкалова"". Список авторов на странице История r…",ru.wikipedia.org
2026-09-24T04:18:27Z,Гамаюн_(авиашкола),11614528,Leksey,13430,"Текст под лицензией [[creativecommons:by-sa/4.0|CC-BY-SA]] взят с https://ru.[[ruwiki.ru]]/wiki/""Гамаюн (авиашкола)"". Список авторов на странице История ruwiki.ru. Версия статьи от ""08:15, 14 января…",ru.wikipedia.org
