created_at,article,pageid,user,bytes,comment,project
2026-09-25T14:23:22Z,Finnkampen_1953,9054891,Hobe,16705,[[Wikipedia:Automatisk sammanfattning|←]]Skapade sidan med '{{Sportevenemangsfakta |logo = |bild = [[Fil:Athletics pictogram.svg|50px|]] |bildtext = |datum = 30.e–31 jul herrar / 30 aug damer [[Sport…,sv.wikipedia.org
