created_at,article,pageid,user,bytes,comment,project
2026-09-25T21:29:09Z,Utländska_namn_på_svenska:_handbok_om_translitterering_och_alternativa_geografiska_namnformer,9054975,Frodlekis,2157,[[Wikipedia:Automatisk sammanfattning|←]]Skapade sidan med ''''Utländska namn på svenska: handbok om translitterering och alternativa geografiska namnformer''' är en svensk [[handbok]] om hur utländs…,sv.wikipedia.org
2026-09-25T21:54:45Z,Högre_kurs_i_totalförsvar_och_samhällets_krisberedskap,9054983,Referenslinjen,15121,[[Wikipedia:Automatisk sammanfattning|←]]Skapade sidan med ''''Högre kurs i totalförsvar och samhällets krisberedskap''' (HK) är en uppdragsutbildning inom [[totalförsvar]] och [[krisberedskap]] som…,sv.wikipedia.org
2026-09-25T22:05:52Z,Stormgate,9054984,Johnnyleon121,9148,"Skapad genom översättning av ""[[:en:Special:Redirect/revision/1376481426|Stormgate]]""",sv.wikipedia.org
