created_at,article,pageid,user,bytes,comment,project
2026-09-23T23:23:25Z,Salmã_Reis,7965362,Renato de Carvalho Ferreira,14384,"nova página: '''Salmã Reis''' ({{langx|ota|سلمان رئیس||''Selmân Reis''}}; m. {{morte|||1528}}) foi um [[corsário]], navegador e comandante naval otomano que atuou no [[Mar Vermelho]] e no [[oceano Ín…",pt.wikipedia.org
