created_at,article,pageid,user,bytes,comment,project
2026-09-24T08:43:37Z,Coro_Popular_O_Horizonte_é_Vermelho,7965736,Futureisforever,10075,"nova página: {{Info/Música/artista | nome = Coro Popular O Horizonte é Vermelho | origem = Portugal | género = música coral, canção de intervenção | atividade = início de 1975 — final de 1977 ou iníc…",pt.wikipedia.org
