created_at,article,pageid,user,bytes,comment,project
2026-09-25T18:33:54Z,Pierre_Moreau_(philologue),17629970,Archibald Tuttle,3216,Créé en traduisant la page « [[:de:Special:Redirect/revision/248166982|Pierre Moreau]] »,fr.wikipedia.org
2026-09-25T18:35:40Z,Gwenom,17629973,~2026-51792-71,13509,"Nouvelle page : '''''Gwenom''''' est un arc narratif en cinq numéros de la série de comics ''[[Spider-Gwen]]'' (vol. 2), publié dans les numéros 25 à 29 de 2017 à 2018 par [[Marvel Comics]]. Écrit pa…",fr.wikipedia.org
2026-09-25T18:49:42Z,Consolidated_Yachts,17629982,Jean92140,7107,nouvel article,fr.wikipedia.org
2026-09-25T18:53:27Z,Chokri_Khatoui,17629987,Yassine bouzomita,3987,Nouvelle page : {{Infobox Biographie2 | nom = Chokri Khatoui | image = | légende = | nationalité = {{Drapeau|Tunisie}} Tunisien | profession = Entraîneur de football }} '''Chokri Khatoui''' est un en…,fr.wikipedia.org
2026-09-25T18:54:04Z,Maison_de_Saint-Berthevin,17629989,J-BY180241,2410,Nouvelle page : {{Sources à lier|date=juillet 2024}} {{Voir homonymes|Saint-Berthevin (Mayenne)}} {{Infobox Famille noble}} La '''maison de Saint-Berthevin''' est une famille éteinte de la noblesse f…,fr.wikipedia.org
2026-09-25T18:58:55Z,Quentin_de_Briey,17629997,Yoboi Soh,3603,J’ai créé le profil Wikipédia de Quentin de briey .,fr.wikipedia.org
2026-09-25T19:07:47Z,Championnat_de_Tunisie_de_football_de_deuxième_division_2008-2009,17630004,Yassine bouzomita,2929,Championnat de Tunisie de football de deuxième division 2008-2009,fr.wikipedia.org
2026-09-25T19:12:30Z,Erzi,17630007,FR,2108,Nouvelle page : {{Infobox Cinéma (film) | titre = Erzi | langue du titre = zh-Latn | image = | légende = | titre original non latin = {{lang|zh|兒子}} | titre original = | réalisation = [[Zhang Yuan]]…,fr.wikipedia.org
