created_at,article,pageid,user,bytes,comment,project
2026-09-25T07:42:44Z,Jabi_de_Silla,17629048,Alma's Winterreise,908,"Nouvelle page : Jabi de Silla (règne 458-479), est le vingtième [[Maripgan]] (roi) du [[Silla (Corée)|royaume de Silla]] pendant la [[Période des Trois Royaumes de Corée|période des Trois Royaumes.]]…",fr.wikipedia.org
2026-09-25T07:44:35Z,Seastreak,17629051,Jf380,9492,création avec la version EN,fr.wikipedia.org
2026-09-25T07:45:41Z,IC_36,17629053,Donald Pelletier,6575,Création de la page,fr.wikipedia.org
2026-09-25T07:49:19Z,NY_Waterway,17629056,Jf380,13710,création avec la version EN,fr.wikipedia.org
2026-09-25T07:50:32Z,Caupedactylia,17629057,Philippe rogez,3582,save initial,fr.wikipedia.org
2026-09-25T07:51:04Z,NYC_Ferry,17629059,Jf380,16656,création avec la version EN,fr.wikipedia.org
2026-09-25T07:52:57Z,Eliane_Kitoko_Bafeno_:_de_la_scène_congolaise_à_l’entrepreneuriat_en_France,17629065,Clarisse Niengi,5852,Publication à partir de [[Utilisateur:Clarisse Niengi/Brouillon]],fr.wikipedia.org
2026-09-25T08:04:11Z,María_Alfonsa_Rosso,17629076,Polo850,356,Créé en traduisant la page « [[:fi:Special:Redirect/revision/13721718|María Alfonsa Rosso]] »,fr.wikipedia.org
2026-09-25T08:06:49Z,Gaero_de_Baekje,17629078,Alma's Winterreise,518,"Nouvelle page : '''Gaero de Baekje''' (règne : 455-475), est le 21ème roi de [[Baekje]], un des [[Période des Trois Royaumes de Corée|Trois Royaumes de Corée]]<ref>{{Ouvrage|prénom1=Jonathan W.|nom1=…",fr.wikipedia.org
2026-09-25T08:10:45Z,Bionic_(Film),17629084,Rubikman14,6696,création de l'article Bionic (Film) en Français,fr.wikipedia.org
2026-09-25T08:17:35Z,Nécropole_de_La_Lentejuela,17629090,Jpbrigand,5527,relecture,fr.wikipedia.org
