created_at,article,pageid,user,bytes,comment,project
2026-09-25T11:20:20Z,Rajan_et_Sajan_Mishra,17629351,SW-Frog,3889,Nouvelle page : {{Infobox Musique2 (artiste) | nom = Rajan et Sajan Mishra | image = Pandit Rajan Sajan Mishra Performing at Bharat Bhavan Bhopal 06.jpg | légende = Rajan et Sajan Mishra en 2020. | g…,fr.wikipedia.org
2026-09-25T11:20:31Z,Eleanor_Nwadinobi,17629352,ChéRatou,5320,Créé en traduisant la page « [[:en:Special:Redirect/revision/1344828813|Eleanor Nwadinobi]] »,fr.wikipedia.org
2026-09-25T11:25:11Z,Pilar_Urbano,17629357,HaT59,3397,Création d’une ébauche,fr.wikipedia.org
2026-09-25T11:27:35Z,Duro_(joueur_de_jeu_vidéo),17629362,NiZzlol,4375,Publication à partir de [[Utilisateur:NiZzlol/Brouillon]],fr.wikipedia.org
2026-09-25T11:29:00Z,Tess_Barthélémy,17629366,Milmosa1,3932,Nouvelle page : {{Ébauche|actrice française}}{{voir homonymes|Barthélémy}} {{Infobox Cinéma (personnalité) | image = Defaut.svg | date de naissance = {{date de naissance|19 avril 2005|âge=oui}} | lie…,fr.wikipedia.org
2026-09-25T11:34:08Z,Vatira_(esport),17629371,JohnLaDéroute,8047,Publication à partir de [[Utilisateur:JohnLaDéroute/Brouillon]],fr.wikipedia.org
2026-09-25T11:39:08Z,Tochmarc_Étaíne,17629376,Paul Morère,12134,Créé en traduisant la page « [[:en:Special:Redirect/revision/1295852062|Tochmarc Étaíne]] »,fr.wikipedia.org
2026-09-25T11:42:52Z,K._B._Hedgewar,17629381,Muddragon,5934,Nouvelle page : {{Infobox Biographie2 | charte = politicien }} '''Keshav Baliram Hedgewar''' (1er avril 1889 – 21 juin 1940) était un médecin indien qui a fondé le [[Rashtriya Swayamsevak Sangh]] (RS…,fr.wikipedia.org
2026-09-25T11:48:48Z,67_7/8,17629388,67 elliot,38,Nouvelle page : 67 je 67 aussi 67 et 67 nous sommes 67,fr.wikipedia.org
2026-09-25T11:49:19Z,Blem,17629390,Sabane75,4789,Correction de la page,fr.wikipedia.org
2026-09-25T11:50:27Z,Biyu_de_Baekje,17629391,Alma's Winterreise,622,"Nouvelle page : '''Biyu de Baekje''' (règne : 427 - 455) est le 20ème roi de [[Baekje]], un des [[Période des Trois Royaumes de Corée|Trois Royaumes de Corée]]. Selon le [[Samguk sagi|Samguk Sagi]],…",fr.wikipedia.org
2026-09-25T11:58:31Z,IC_37,17629400,Donald Pelletier,7475,Création de la page,fr.wikipedia.org
2026-09-25T12:00:05Z,BAE_Systems/Dassault_Telemos,17629406,Nazeherty,6119,Créé en traduisant la page « [[:en:Special:Redirect/revision/1321153952|BAE Systems/Dassault Telemos]] »,fr.wikipedia.org
2026-09-25T12:02:25Z,Mutilations_génitales_féminines_en_Gambie,17629412,ChéRatou,10371,Créé en traduisant la page « [[:en:Special:Redirect/revision/1368215998|Female genital mutilation in the Gambia]] »,fr.wikipedia.org
2026-09-25T12:07:07Z,La_faute_(série_télévisée),17629416,Cmglm,7046,Créé en traduisant la page « [[:en:Special:Redirect/revision/1376064180|The Blame (TV series)]] »,fr.wikipedia.org
2026-09-25T12:18:31Z,Villa_Argyrópoulos_(Athènes),17629435,Gemede,745,Créé en traduisant la page « [[:en:Special:Redirect/revision/1284323396|Villa Amalia (Athens)]] »,fr.wikipedia.org
2026-09-25T12:18:52Z,Théodemir_(évêque),17629437,~2026-51664-60,16,J'ai mit des mots.,fr.wikipedia.org
2026-09-25T12:18:56Z,Singeli,17629438,ChoumX,5066,traduction,fr.wikipedia.org
