created_at,article,pageid,user,bytes,comment,project
2026-09-26T13:23:06Z,György_Erdélyi,13987929,Jesi,498,"neue BKL, zur Einbindung in [[Erdélyi]]",de.wikipedia.org
2026-09-26T13:24:38Z,Siempre,13987931,Userofmusic♪♫,2124,[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: {{Infobox Song | Titel = Siempre | Interpret = [[Freddy Quinn|Freddy]] | Veröffentlichung = [[Musikjahr 19…,de.wikipedia.org
2026-09-26T13:28:04Z,Karl-Heinz_Pape_(Fußballspieler),13987940,Hans50,9781,Neuanlage,de.wikipedia.org
2026-09-26T13:50:30Z,Drino_(Zweiflügler),13987957,Slimguy,18300,[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: <!-- Für Informationen zum Umgang mit dieser Vorlage siehe bitte [[Wikipedia:Taxoboxen]]. --> {{Taxobox |…,de.wikipedia.org
2026-09-26T13:53:04Z,Die_Mediatheke,13987961,Renredam,10508,"Neuanlage zum Online-Magazin ""Die Mediatheke"" mit, Konzept, Geschichte und Rezeption. Anhaltende öffentliche Wahrnehmung in den EN dargestellt",de.wikipedia.org
2026-09-26T13:57:09Z,Hugo_(Gray_Design_Associates),13988305,Mielas,9503,Neu,de.wikipedia.org
2026-09-26T13:59:44Z,Guča_(Meteorit),13988325,Jawei,11805,Artikel neu angelegt,de.wikipedia.org
2026-09-26T14:02:35Z,Tulpenbaum_(Begriffsklärung),13988336,Bernd Bergmann,468,Begriffsklärung,de.wikipedia.org
2026-09-26T14:04:53Z,Amstrad_Action,13988342,Matthias M.,2348,neuer Artikel [[m:Web2Cit|#Web2Cit]],de.wikipedia.org
2026-09-26T14:06:07Z,Wohnhaus_Mühlenstraße_8,13988343,Roland Kutzki,2104,neuer Artikel,de.wikipedia.org
2026-09-26T14:06:37Z,Amateurfilmzentrum_Bernau,13988344,AnPa286,1409,[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: Das '''Amateurfilmzentrum Bernau''' bestand von etwa 1965 bis etwa 1990. == Geschichte == Spätestens ab 19…,de.wikipedia.org
2026-09-26T14:15:17Z,Spiffy_135,13988354,~2026-51909-29,1078,[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: Spiffy135 auch bekannt als Furry Femboy Tayler Joal Sass ist ein kleiner unbekannter streamer/youtuber der…,de.wikipedia.org
2026-09-26T14:16:26Z,Stieleiche_(Begriffsklärung),13988355,Bernd Bergmann,1103,"[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: '''Stieleiche''' bezeichnet: * [[Stieleiche]], Pflanzenart * [[Stieleiche (Groß Munzel)]], Naturdenkmal in…",de.wikipedia.org
