created_at,article,pageid,user,bytes,comment,project
2026-09-25T13:20:38Z,Darts_Grand_Prix_de_France,13987105,Bemmbixx,2884,Seite neu erstellt,de.wikipedia.org
2026-09-25T13:33:51Z,Flugplatz_Sollières-Sardières,13987108,Carsten Steger,2648,Artikel erstellt.,de.wikipedia.org
2026-09-25T13:36:23Z,Viktor_Platan,13987113,Geher,3036,finnischer Moderner Fünfkämpfer,de.wikipedia.org
2026-09-25T13:42:43Z,Fußball-Westfalenliga_2022/23,13987120,Hullu poro,7257,[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: {{Infobox Fußballsaison | Name = Westfalenliga 2022/23 | Meister = [[SpVgg Erkenschwick]] (Gruppe 1) <br /…,de.wikipedia.org
2026-09-25T13:44:13Z,Mwakisandu,13987123,Friedl 11,4818,neu,de.wikipedia.org
2026-09-25T13:44:59Z,Peter_Greathouse,13987125,DinoKenner,4366,[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: '''Peter Greathouse''' ist ein [[Vereinigte Staaten|US-amerikanischer]] [[Schauspieler]] und [[Stuntman]].…,de.wikipedia.org
2026-09-25T13:46:02Z,Liste_der_Monuments_historiques_in_Charentenay,13987126,Jergen,7603,"neu, Quellen im Artikel",de.wikipedia.org
2026-09-25T13:49:33Z,Liste_der_Monuments_historiques_in_Charmoy_(Yonne),13987129,Jergen,1071,"neu, Quellen im Artikel",de.wikipedia.org
2026-09-25T13:53:29Z,Liste_der_Monuments_historiques_in_Chassignelles,13987131,Jergen,966,"neu, Quellen im Artikel",de.wikipedia.org
2026-09-25T13:58:16Z,Tannenhof_(Michendorf),13987133,Assenmacher,2880,Artikel zum Wohnplatz Tannenhof der Gemeinde Michendorf in Brandenburg,de.wikipedia.org
2026-09-25T14:05:27Z,Franz_Kaufmann_(Wirtschaftswissenschaftler_und_Pädagoge),13987142,Henrik Scheuern,10461,"[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: '''Günther Franz Karl Kaufmann''' (* 22. Februar 1902 in [[Lębork|Lauenburg]], Pommern; † 15. November 194…",de.wikipedia.org
2026-09-25T14:09:01Z,Martin_Glaser_(Prediger),13987145,LS,7856,"Neu erstellt, noch ausbaufähig",de.wikipedia.org
2026-09-25T14:09:46Z,Liste_der_Monuments_historiques_in_Chassy_(Yonne),13987146,Jergen,6204,"neu, Quellen im Artikel",de.wikipedia.org
2026-09-25T14:12:34Z,Flugplatz_Barcelonnette-Saint-Pons,13987151,Carsten Steger,3017,Artikel erstellt.,de.wikipedia.org
2026-09-25T14:13:40Z,Jurassic_Park_III:_The_DNA_Factor,13987153,Mielas,6847,Neu,de.wikipedia.org
2026-09-25T14:17:39Z,Fußball-Westfalenliga_2023/24,13987160,Hullu poro,6242,[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: {{Infobox Fußballsaison | Name = Westfalenliga 2023/24 | Meister = [[SC Verl II]] (Gruppe 1) <br /> [[Conc…,de.wikipedia.org
