created_at,article,pageid,user,bytes,comment,project
2026-09-25T02:56:18Z,Lutherkirche_Neuwürschnitz,13986680,Heiner Martin,3443,[[Hilfe:Zusammenfassung und Quellen#Auto-Zusammenfassung|AZ]]: Die Seite wurde neu angelegt: [[Datei:Einzeldenkmale der Sachgesamtheit Lutherkirche und Friedhof Neuwürschnitz 2H1A3153WI.jpg|mini|Gesa…,de.wikipedia.org
